person_age,person_income,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status,monthly_payment_est,income_per_year_of_emp,interest_income_ratio,credit_exp_ratio,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
98.0,5084692.0,36.2,6,18168.0,10.79,0.521,0,25.0,1.0,1514.0,136685.26881720428,2.1220553531943815e-06,0.25510204081632654,1,0,0,0,0,0,0,0
51.0,1795396.0,31.2,3,9262.0,8.35,0.168,1,12.0,0.0,771.8333333333334,55757.63975155279,4.650781971898137e-06,0.23529411764705882,1,0,0,0,0,0,0,0
94.0,1204847.0,65.9,3,19748.0,6.05,0.461,1,6.0,1.0,1645.6666666666667,18009.671150971597,5.021380290293879e-06,0.06382978723404255,0,0,0,1,0,0,0,0
77.0,1038104.0,7.4,3,11833.0,21.24,0.063,1,19.0,1.0,986.0833333333334,123583.80952380951,2.0460358056265983e-05,0.24675324675324675,0,1,0,0,1,0,0,0
48.0,5476184.0,1.2,2,25712.0,10.79,0.005,1,23.0,0.0,2142.6666666666665,2489174.5454545454,1.970349796436753e-06,0.4791666666666667,0,1,0,0,0,1,0,0
100.0,4105599.0,51.0,2,2792.0,17.36,0.49,1,20.0,1.0,232.66666666666666,78953.82692307692,4.228371005455963e-06,0.2,0,1,0,0,0,1,0,0
58.0,2573849.0,28.3,6,4319.0,13.4,0.439,1,16.0,1.0,359.9166666666667,87844.67576791809,5.206208598014647e-06,0.27586206896551724,1,0,0,0,0,1,0,0
34.0,735658.0,31.5,5,24587.0,20.85,0.759,1,13.0,1.0,2048.9166666666665,22635.63076923077,2.834193559787891e-05,0.38235294117647056,0,1,0,0,0,0,1,0
48.0,4883797.0,36.5,3,13741.0,16.76,0.603,0,30.0,1.0,1145.0833333333333,130234.58666666667,3.4317553674414874e-06,0.625,0,0,0,0,0,0,0,1
94.0,4094284.0,51.8,6,20316.0,17.1,0.553,1,14.0,1.0,1693.0,77543.25757575758,4.176553415309389e-06,0.14893617021276595,0,1,0,1,0,0,0,0
51.0,2403771.0,6.9,1,9134.0,17.59,0.634,1,19.0,1.0,761.1666666666666,304274.8101265823,7.317665735352604e-06,0.37254901960784315,0,0,0,0,1,0,0,0
97.0,5657400.0,59.1,3,18381.0,15.29,0.513,1,22.0,1.0,1531.75,94133.11148086522,2.7026544521061878e-06,0.2268041237113402,0,0,0,0,1,0,0,0
41.0,314435.0,29.9,5,26055.0,19.28,0.551,1,23.0,1.0,2171.25,10175.88996763754,6.131613428487832e-05,0.5609756097560976,0,0,1,0,0,1,0,0
94.0,162477.0,39.8,6,20436.0,6.86,0.072,0,4.0,0.0,1703.0,3982.2794117647063,4.222110070286439e-05,0.0425531914893617,1,0,0,0,0,0,0,1
75.0,3692173.0,43.3,5,21380.0,20.41,0.726,1,18.0,1.0,1781.6666666666667,83344.76297968398,5.527908489686564e-06,0.24,0,0,0,0,1,0,0,0
66.0,1984407.0,32.0,5,24302.0,19.93,0.398,0,24.0,1.0,2025.1666666666667,60133.545454545456,1.0043297547681727e-05,0.36363636363636365,0,0,0,0,1,0,0,0
99.0,3281746.0,67.3,6,17332.5,12.57,0.355,0,8.0,1.0,1444.375,48048.989751098095,3.830276983570032e-06,0.08080808080808081,0,1,0,0,0,0,0,0
78.0,2390537.0,4.0,7,27007.0,8.55,0.805,1,27.0,1.0,2250.5833333333335,478107.4,3.5766007484507676e-06,0.34615384615384615,0,1,0,0,0,0,0,0
38.0,2697695.0,20.0,7,20740.0,20.71,0.495,1,15.0,1.0,1728.3333333333333,128461.66666666667,7.676921343249944e-06,0.39473684210526316,1,0,0,0,1,0,0,0
76.0,1772693.0,50.2,3,34750.0,9.12,0.543,0,30.0,1.0,2895.8333333333335,34622.91015625,5.144711946901157e-06,0.39473684210526316,0,0,0,0,0,0,1,0
57.0,105894.0,46.6,3,7004.0,12.05,0.734,1,14.0,1.0,583.6666666666666,2224.6638655462184,0.00011379196373766467,0.24561403508771928,0,0,0,0,0,0,0,0
34.0,1412277.0,21.3,6,28925.0,17.94,0.417,0,24.0,1.0,2410.4166666666665,63330.807174887894,1.2702881444021645e-05,0.7058823529411765,0,1,0,0,0,0,0,1
80.0,1608592.0,11.4,5,30246.0,14.555,0.282,1,23.0,1.0,2520.5,129725.16129032258,9.048280080791102e-06,0.2875,0,1,0,0,0,1,0,0
83.0,3571945.0,17.3,4,31473.0,18.83,0.794,0,15.0,1.0,2622.75,195188.2513661202,5.271636245340775e-06,0.18072289156626506,0,0,1,0,0,1,0,0
43.0,2958934.5,19.5,2,10624.0,18.83,0.036,0,21.0,1.0,885.3333333333334,144338.26829268291,6.363775080599086e-06,0.4883720930232558,0,0,0,0,0,0,1,0
37.0,4220794.0,0.3,5,6641.0,17.57,0.05,0,29.0,1.0,553.4166666666666,3246764.6153846155,4.1627228993590074e-06,0.7837837837837838,0,0,1,0,1,0,0,0
99.0,1844875.0,39.0,7,1571.0,20.37,0.515,1,22.0,1.0,130.91666666666666,46121.875,1.1041392483830892e-05,0.2222222222222222,0,1,0,0,0,0,1,0
91.0,2372417.0,31.1,7,26441.0,19.31,0.426,1,26.0,1.0,2203.4166666666665,73907.07165109034,8.139375101689499e-06,0.2857142857142857,0,1,0,0,0,0,0,1
27.0,3522920.0,16.1,1,2119.0,10.74,0.725,0,8.0,1.0,176.58333333333334,206018.7134502924,3.048606539857124e-06,0.2962962962962963,1,0,0,1,0,0,0,0
98.0,4032604.0,70.3,1,13385.0,18.42,0.802,1,26.0,1.0,1115.4166666666667,56558.260869565216,4.567766989328239e-06,0.2653061224489796,0,1,0,0,1,0,0,0
46.0,3481794.0,31.2,4,2704.0,19.05,0.212,1,5.0,1.0,225.33333333333334,108130.24844720495,5.471315801188755e-06,0.10869565217391304,1,0,0,0,0,0,0,0
69.0,1528631.0,8.6,6,9873.0,5.97,0.54,1,11.0,1.0,822.75,159232.39583333334,3.905452718509098e-06,0.15942028985507245,0,1,0,0,0,0,0,1
90.0,2349251.0,61.8,5,31710.0,11.78,0.47,0,17.0,1.0,2642.5,37408.455414012744,5.014362018208349e-06,0.18888888888888888,0,1,0,1,0,0,0,0
72.0,4187583.0,61.8,6,8699.0,8.57,0.19,0,13.0,0.0,724.9166666666666,66681.25796178344,2.046526111476212e-06,0.18055555555555555,1,0,0,0,0,0,1,0
79.0,3832239.0,72.3,5,32963.0,15.75,0.14,1,3.0,1.0,2746.9166666666665,52281.56889495225,4.109867857962967e-06,0.0379746835443038,0,0,1,1,0,0,0,0
65.0,1948606.0,61.8,5,31693.0,21.25,0.827,0,24.0,1.0,2641.0833333333335,31028.75796178344,1.0905226143598991e-05,0.36923076923076925,0,1,0,0,0,0,0,0
44.0,2311600.0,17.3,4,6084.0,20.08,0.732,1,4.0,1.0,507.0,126316.93989071038,8.686620225549304e-06,0.09090909090909091,0,1,0,0,1,0,0,0
97.0,499919.0,83.1,7,25764.0,18.45,0.58,1,11.0,1.0,2147.0,5944.340071343639,3.690590494479117e-05,0.1134020618556701,0,0,0,0,0,1,0,0
36.0,5275513.0,11.3,1,14139.0,9.3,0.681,1,7.0,1.0,1178.25,428903.4959349593,1.7628614008037892e-06,0.19444444444444445,0,0,1,0,1,0,0,0
67.0,2397365.0,64.2,5,24919.0,14.57,0.403,1,26.0,1.0,2076.5833333333335,36769.4018404908,6.077503393307489e-06,0.3880597014925373,0,0,1,1,0,0,0,0
82.0,5101579.0,3.8,4,24202.0,19.54,0.639,1,26.0,1.0,2016.8333333333333,1062828.9583333335,3.830185942394317e-06,0.3170731707317073,0,0,1,0,0,0,0,0
83.0,1022454.0,11.5,2,7126.0,11.12,0.447,0,10.0,1.0,593.8333333333334,81796.32,1.0875784264344151e-05,0.12048192771084337,0,0,1,0,0,0,0,0
96.0,5897868.0,86.9,3,4464.0,16.51,0.238,0,29.0,1.0,372.0,67097.47440273037,2.7993161597858483e-06,0.3020833333333333,0,0,1,0,1,0,0,0
100.0,5857765.0,60.2,2,18558.0,16.05,0.294,1,8.0,1.0,1546.5,95715.11437908496,2.739952398235095e-06,0.08,0,0,1,0,0,0,0,1
91.0,5256807.0,23.5,6,26266.0,22.43,0.509,0,8.0,1.0,2188.8333333333335,214563.55102040817,4.266847866614113e-06,0.08791208791208792,0,0,1,0,0,0,1,0
40.0,3882551.0,1.9,5,16762.0,14.84,0.293,0,14.0,1.0,1396.8333333333333,1338810.6896551724,3.822228266356767e-06,0.35,1,0,0,1,0,0,0,0
83.0,2831364.0,11.6,4,4933.0,19.41,0.287,1,29.0,1.0,411.0833333333333,224711.42857142858,6.8553506877424845e-06,0.3493975903614458,0,0,0,0,0,0,0,1
64.0,3024745.0,15.0,4,25302.0,22.24,0.588,0,6.0,1.0,2108.5,189046.5625,7.352683498052398e-06,0.09375,0,0,1,0,0,0,0,0
27.0,220486.0,20.7,3,30908.0,12.55,0.155,1,9.0,1.0,2575.6666666666665,10160.645161290324,5.691945556880905e-05,0.3333333333333333,0,0,1,0,0,0,1,0
81.0,839988.0,66.3,5,18751.0,16.06,0.526,0,30.0,1.0,1562.5833333333333,12481.248142644874,1.9119297990807022e-05,0.37037037037037035,1,0,0,0,0,0,0,1
60.0,554428.0,16.3,5,16326.0,21.87,0.75,0,5.0,1.0,1360.5,32047.8612716763,3.944598857563367e-05,0.08333333333333333,1,0,0,0,0,0,0,0
95.0,2093706.0,55.3,6,7088.0,14.555,0.701,1,8.0,1.0,590.6666666666666,37188.383658969804,6.951784562023244e-06,0.08421052631578947,0,0,0,0,0,0,0,1
65.0,1732782.0,31.1,6,28534.0,19.57,0.391,1,12.0,1.0,2377.8333333333335,53980.7476635514,1.1293970451002808e-05,0.18461538461538463,0,0,1,1,0,0,0,0
51.0,4309665.0,45.8,1,22651.0,12.68,0.58,0,2.0,1.0,1887.5833333333333,92086.85897435898,2.942223364873287e-06,0.0392156862745098,0,1,0,0,0,0,1,0
98.0,5924435.0,13.3,3,32900.0,14.02,0.086,1,23.0,1.0,2741.6666666666665,414296.1538461538,2.3664699897171646e-06,0.23469387755102042,1,0,0,0,0,0,0,1
99.0,2893190.0,30.9,5,14036.0,22.0,0.22,0,25.0,1.0,1169.6666666666667,90695.61128526647,7.604060706673013e-06,0.25252525252525254,0,0,1,0,0,0,1,0
73.0,401172.0,33.5,7,3200.0,17.35,0.678,0,19.0,1.0,266.6666666666667,11628.173913043478,4.324817472761128e-05,0.2602739726027397,0,1,0,0,0,0,0,0
52.0,1494641.0,27.2,5,19571.0,11.55,0.26,0,30.0,1.0,1630.9166666666667,53001.453900709224,7.72760299790853e-06,0.5769230769230769,0,0,0,0,0,0,0,1
93.0,1734283.0,10.1,4,23690.0,8.77,0.295,0,17.0,0.0,1974.1666666666667,156241.71171171172,5.056841901326426e-06,0.1827956989247312,0,0,1,0,0,0,0,0
59.0,758085.0,37.0,5,21940.0,21.56,0.351,0,14.0,1.0,1828.3333333333333,19949.605263157893,2.8440045060850615e-05,0.23728813559322035,1,0,0,0,0,1,0,0
51.0,5338201.0,27.6,5,26580.0,9.28,0.417,0,7.0,1.0,2215.0,186650.3846153846,1.7384130461904588e-06,0.13725490196078433,0,0,0,0,0,0,0,0
96.0,4106748.0,67.4,5,30467.0,21.73,0.084,0,7.0,1.0,2538.9166666666665,60040.17543859649,5.291290020403e-06,0.07291666666666667,1,0,0,0,0,0,1,0
52.0,2578469.0,26.7,3,3219.0,13.49,0.702,1,11.0,1.0,268.25,93085.52346570397,5.231784740563202e-06,0.21153846153846154,0,1,0,0,0,0,1,0
81.0,5469513.0,7.5,4,13424.0,11.25,0.323,0,19.0,1.0,1118.6666666666667,643472.1176470588,2.0568555085515825e-06,0.2345679012345679,0,0,1,0,0,0,0,1
85.0,341462.0,54.1,7,32412.0,6.08,0.584,1,7.0,1.0,2701.0,6197.132486388385,1.780573590696503e-05,0.08235294117647059,1,0,0,0,1,0,0,0
68.0,4270399.0,61.8,2,6406.0,7.88,0.284,0,9.0,0.0,533.8333333333334,67999.98407643313,1.8452603971524915e-06,0.1323529411764706,0,0,1,1,0,0,0,0
94.0,3627638.0,7.3,2,23930.0,22.32,0.51,0,27.0,1.0,1994.1666666666667,437064.8192771084,6.152762168451712e-06,0.2872340425531915,0,0,0,0,0,0,0,0
86.0,91593.0,8.8,7,28275.0,18.57,0.394,0,13.0,1.0,2356.25,9346.224489795917,0.0002027425377208114,0.1511627906976744,1,0,0,0,0,0,1,0
92.0,2178758.0,50.4,1,19705.0,20.2,0.008,1,21.0,1.0,1642.0833333333333,42388.28793774319,9.271332900977116e-06,0.22826086956521738,0,0,1,0,0,0,0,1
81.0,3720434.0,52.1,2,29700.0,5.86,0.532,1,16.0,1.0,2475.0,70064.670433145,1.575084633920496e-06,0.19753086419753085,0,1,0,0,0,0,0,0
69.0,459433.0,21.2,6,5075.0,11.09,0.158,1,11.0,1.0,422.9166666666667,20695.18018018018,2.41383963746697e-05,0.15942028985507245,1,0,0,0,1,0,0,0
81.0,94140.0,49.6,1,11170.0,19.33,0.274,1,23.0,1.0,930.8333333333334,1860.4743083003953,0.00020533030241871235,0.2839506172839506,1,0,0,0,0,1,0,0
94.0,5344508.0,79.5,6,13131.0,18.21,0.566,0,14.0,1.0,1094.25,66391.40372670807,3.4072353512736156e-06,0.14893617021276595,0,0,0,0,1,0,0,0
94.0,2881448.0,55.0,2,12613.0,22.89,0.249,1,9.0,1.0,1051.0833333333333,51454.42857142857,7.943919881976047e-06,0.09574468085106383,0,0,1,0,0,0,0,0
31.0,1513390.0,15.0,3,6695.0,14.32,0.338,0,10.0,1.0,557.9166666666666,94586.875,9.46219450227998e-06,0.3225806451612903,1,0,0,0,0,0,1,0
32.0,2958934.5,14.3,7,1511.0,19.86,0.391,1,27.0,1.0,125.91666666666667,193394.41176470587,6.711873239548479e-06,0.84375,0,0,0,0,0,0,0,1
44.0,4716037.0,25.1,4,24786.0,17.07,0.703,0,13.0,1.0,2065.5,180691.07279693487,3.6195637100464414e-06,0.29545454545454547,0,0,0,0,0,1,0,0
64.0,319617.0,10.4,1,34081.0,16.76,0.074,1,6.0,1.0,2840.0833333333335,28036.57894736842,5.243759738187462e-05,0.09375,0,0,1,0,0,0,1,0
81.0,4474756.0,19.7,1,33540.0,22.14,0.412,0,9.0,1.0,2795.0,216171.78743961354,4.9477547048923555e-06,0.1111111111111111,0,0,0,0,0,1,0,0
74.0,95563.0,1.8,3,20528.0,7.81,0.088,1,29.0,0.0,1710.6666666666667,34129.64285714286,8.172533590054832e-05,0.3918918918918919,1,0,0,0,0,0,1,0
64.0,2831754.0,19.9,1,6776.0,18.46,0.027,1,29.0,1.0,564.6666666666666,135490.6220095694,6.518925542640518e-06,0.453125,0,0,1,0,0,0,0,1
74.0,4366200.0,22.0,1,703.0,12.53,0.561,1,22.0,1.0,58.583333333333336,189834.78260869565,2.8697716848124946e-06,0.2972972972972973,0,1,0,1,0,0,0,0
70.0,1021497.0,5.9,1,7114.0,9.24,0.587,0,28.0,1.0,592.8333333333334,148043.04347826086,9.045539002523745e-06,0.4,0,0,1,0,0,0,0,0
89.0,3743469.0,71.3,1,2079.0,10.47,0.421,1,5.0,1.0,173.25,51776.887966804985,2.796870283453587e-06,0.056179775280898875,0,0,0,0,0,0,1,0
56.0,5261386.0,43.1,6,12196.0,20.13,0.032,1,26.0,1.0,1016.3333333333334,119305.80498866213,3.8259873299569105e-06,0.4642857142857143,1,0,0,1,0,0,0,0
75.0,3098510.0,27.7,6,24517.0,7.24,0.747,0,12.0,1.0,2043.0833333333333,107962.02090592335,2.3366061956856053e-06,0.16,0,0,1,0,0,0,1,0
78.0,424888.0,77.0,6,17332.5,11.56,0.462,0,23.0,1.0,1444.375,5447.282051282052,2.720710585588236e-05,0.2948717948717949,0,0,0,0,0,0,1,0
93.0,5574090.0,25.9,4,3872.0,9.58,0.501,0,7.0,1.0,322.6666666666667,207215.24163568774,1.7186658775394947e-06,0.07526881720430108,0,0,1,0,0,0,0,0
80.0,2521649.0,73.0,5,34460.0,14.19,0.505,1,5.0,1.0,2871.6666666666665,34076.33783783784,5.627267860329546e-06,0.0625,0,0,1,0,0,0,1,0
73.0,1211739.0,34.4,7,34420.0,17.84,0.334,0,4.0,1.0,2868.3333333333335,34229.91525423729,1.4722630267219041e-05,0.0547945205479452,0,0,1,0,0,0,1,0
82.0,2205016.0,33.7,7,2383.0,17.29,0.793,1,23.0,1.0,198.58333333333334,63545.12968299711,7.84120938750132e-06,0.2804878048780488,0,0,1,0,1,0,0,0
98.0,3132411.0,21.5,3,17151.0,8.17,0.705,1,11.0,1.0,1429.25,139218.26666666666,2.6082137343363516e-06,0.11224489795918367,0,0,0,0,0,0,0,1
26.0,4592599.0,24.5,5,3312.0,14.5,0.005,0,20.0,1.0,276.0,180101.92156862744,3.1572529721726256e-06,0.7692307692307693,1,0,0,0,0,0,0,0
95.0,2720826.0,78.0,2,30945.0,6.7,0.359,1,19.0,1.0,2578.75,34440.83544303798,2.462486589555308e-06,0.2,1,0,0,0,0,1,0,0
81.0,5933191.0,40.1,4,5677.0,8.57,0.337,1,25.0,1.0,473.0833333333333,144359.8783454988,1.4444164287958321e-06,0.30864197530864196,0,1,0,1,0,0,0,0
50.0,2706303.0,29.2,4,20969.0,14.555,0.159,0,2.0,0.0,1747.4166666666667,89612.6821192053,5.378183677812988e-06,0.04,1,0,0,0,0,0,0,0
77.0,2441587.0,65.9,5,31729.0,19.68,0.281,0,6.0,1.0,2644.0833333333335,36496.0687593423,8.06032795049779e-06,0.07792207792207792,1,0,0,0,1,0,0,0
81.0,4453797.0,23.2,5,9489.0,12.02,0.222,1,8.0,1.0,790.75,184041.19834710745,2.698820197952399e-06,0.09876543209876543,1,0,0,0,0,0,0,0
79.0,608111.0,70.0,2,19859.0,17.51,0.079,0,8.0,1.0,1654.9166666666667,8564.94366197183,2.8794037940379407e-05,0.10126582278481013,0,0,0,0,1,0,0,0
69.0,3915087.0,61.8,7,8461.0,19.55,0.657,0,15.0,1.0,705.0833333333334,62342.14968152867,4.9935020617671945e-06,0.21739130434782608,1,0,0,0,0,0,0,1
68.0,2447869.0,37.1,7,24483.0,17.83,0.562,0,17.0,1.0,2040.25,64248.53018372703,7.283883539567052e-06,0.25,0,0,1,0,0,0,0,0
70.0,751948.0,63.0,4,7686.0,6.11,0.076,0,6.0,0.0,640.5,11749.1875,8.125551067958066e-06,0.08571428571428572,0,0,0,0,0,0,0,0
85.0,235414.0,14.7,4,24818.0,16.12,0.64,0,7.0,1.0,2068.1666666666665,14994.522292993632,6.847482106068008e-05,0.08235294117647059,0,1,0,0,0,0,0,1
55.0,2406110.0,22.2,1,22938.0,6.94,0.276,0,22.0,0.0,1911.5,103711.6379310345,2.8843224606013606e-06,0.4,0,1,0,0,0,0,1,0
25.0,1647083.0,4.7,4,27956.0,18.52,0.105,0,18.0,1.0,2329.6666666666665,288961.9298245614,1.124411383997416e-05,0.72,0,1,0,0,0,1,0,0
58.0,2019726.0,33.8,1,24131.0,5.52,0.417,1,3.0,1.0,2010.9166666666667,58038.10344827587,2.7330426339797404e-06,0.05172413793103448,0,1,0,0,0,0,0,0
77.0,4185430.0,6.5,7,12408.0,7.67,0.322,0,2.0,1.0,1034.0,558057.3333333334,1.832547233486826e-06,0.025974025974025976,0,1,0,0,1,0,0,0
40.0,2343189.0,33.4,6,19104.0,21.67,0.717,1,12.0,1.0,1592.0,68115.95930232559,9.248076340373595e-06,0.3,0,0,0,0,1,0,0,0
61.0,386811.0,3.8,7,28655.0,6.51,0.554,0,19.0,1.0,2387.9166666666665,80585.625,1.682988118258999e-05,0.3114754098360656,1,0,0,0,0,1,0,0
63.0,4699995.0,56.8,3,25012.0,17.9,0.814,0,6.0,1.0,2084.3333333333335,81314.79238754326,3.8085138795862803e-06,0.09523809523809523,0,0,0,0,0,0,1,0
97.0,4412608.0,66.9,3,14969.0,9.57,0.802,1,14.0,1.0,1247.4166666666667,64986.863033873335,2.168784952394377e-06,0.14432989690721648,0,0,0,0,0,0,0,1
88.0,4400208.0,72.4,1,2956.0,8.23,0.824,0,2.0,1.0,246.33333333333334,59948.337874659395,1.870365703083649e-06,0.022727272727272728,0,0,1,0,0,0,0,0
57.0,715716.0,42.2,1,17090.0,19.21,0.381,0,9.0,1.0,1424.1666666666667,16567.5,2.684021757202917e-05,0.15789473684210525,0,0,1,0,0,1,0,0
60.0,5654017.0,28.1,1,18240.0,12.76,0.102,0,16.0,1.0,1520.0,194296.11683848797,2.2568021537957606e-06,0.26666666666666666,0,0,1,0,0,1,0,0
81.0,2839623.0,39.0,1,12288.0,15.53,0.353,0,20.0,1.0,1024.0,70990.575,5.469033928435595e-06,0.24691358024691357,0,0,0,0,1,0,0,0
79.0,349430.0,61.8,3,7656.0,6.65,0.328,1,11.0,1.0,638.0,5564.171974522294,1.90309388691902e-05,0.13924050632911392,0,0,0,0,0,0,0,0
47.0,3792264.0,41.6,6,3139.0,5.88,0.369,1,17.0,1.0,261.5833333333333,89020.28169014084,1.5505245545867706e-06,0.3617021276595745,0,0,0,0,1,0,0,0
85.0,5519328.0,30.9,4,21820.0,17.36,0.336,0,16.0,1.0,1818.3333333333333,173019.68652037618,3.145309873718345e-06,0.18823529411764706,0,1,0,0,0,1,0,0
84.0,1768694.0,78.3,7,19308.0,13.35,0.802,1,26.0,1.0,1609.0,22303.833543505676,7.547937886407775e-06,0.30952380952380953,1,0,0,0,0,0,1,0
95.0,1811254.0,65.5,6,23451.0,21.13,0.348,0,24.0,1.0,1954.25,27236.9022556391,1.1665944331416614e-05,0.25263157894736843,0,0,1,0,0,1,0,0
42.0,135562.0,30.2,1,897.0,20.36,0.367,0,3.0,1.0,74.75,4344.9358974358975,0.00015018847325597693,0.07142857142857142,0,1,0,0,0,0,1,0
30.0,5594240.0,5.4,3,26876.0,17.36,0.092,0,9.0,1.0,2239.6666666666665,874100.0,3.1031912997670282e-06,0.3,0,0,0,0,0,1,0,0
33.0,4826481.0,18.1,3,18828.0,14.19,0.393,1,8.0,1.0,1569.0,252695.34031413612,2.9400296116301685e-06,0.24242424242424243,1,0,0,0,0,0,1,0
99.0,3415031.0,85.4,2,33490.0,17.2,0.247,0,12.0,1.0,2790.8333333333335,39525.821759259255,5.036556026414979e-06,0.12121212121212122,0,1,0,1,0,0,0,0
29.0,2728274.0,27.3,3,22248.0,17.37,0.746,1,29.0,1.0,1854.0,96405.44169611308,6.366660252357259e-06,1.0,0,0,0,0,0,0,0,0
95.0,5657161.0,6.6,6,5893.0,19.72,0.144,0,26.0,1.0,491.0833333333333,744363.2894736843,3.485846790316416e-06,0.2736842105263158,0,0,1,0,0,1,0,0
62.0,2564244.0,27.5,6,15956.0,10.5,0.33,0,11.0,1.0,1329.6666666666667,89973.47368421052,4.094772535385659e-06,0.1774193548387097,0,0,1,1,0,0,0,0
76.0,5680830.0,37.7,5,546.0,13.45,0.666,1,30.0,1.0,45.5,146791.47286821704,2.367611358267831e-06,0.39473684210526316,0,0,1,0,0,0,1,0
47.0,4668496.0,42.8,7,3646.0,7.36,0.023,0,27.0,0.0,303.8333333333333,106586.66666666667,1.5765245217036662e-06,0.574468085106383,0,0,0,0,0,0,0,1
95.0,158536.0,36.4,2,22518.0,15.3,0.282,1,3.0,1.0,1876.5,4238.9304812834225,9.650743990361872e-05,0.031578947368421054,0,0,0,0,0,0,0,1
75.0,2021528.0,36.6,7,17332.5,19.35,0.17,1,22.0,1.0,1444.375,53764.04255319149,9.571962608500794e-06,0.29333333333333333,1,0,0,0,0,1,0,0
47.0,1682332.0,7.2,3,10452.0,13.64,0.53,0,24.0,1.0,871.0,205162.43902439027,8.107788410498991e-06,0.5106382978723404,0,0,1,0,0,0,0,0
81.0,4987617.0,16.1,1,28630.0,5.5,0.425,1,4.0,1.0,2385.8333333333335,291673.5087719298,1.1027308025594582e-06,0.04938271604938271,0,0,1,0,0,0,1,0
80.0,296007.0,78.7,4,30915.0,6.61,0.801,1,2.0,1.0,2576.25,3714.0150564617315,2.2330477554660687e-05,0.025,0,0,1,0,0,1,0,0
97.0,1528960.0,1.6,4,888.0,6.84,0.619,1,12.0,1.0,74.0,588061.5384615385,4.473626207601109e-06,0.12371134020618557,0,0,1,0,0,0,1,0
92.0,1373971.0,2.3,1,20306.0,8.04,0.492,0,10.0,1.0,1692.1666666666667,416354.8484848485,5.8516476318294686e-06,0.10869565217391304,0,1,0,0,0,0,0,1
45.0,391773.0,18.2,5,29548.0,6.58,0.626,1,29.0,1.0,2462.3333333333335,20404.84375,1.679539734642932e-05,0.6444444444444445,0,0,1,0,0,0,0,0
20.0,630840.0,8.4,5,11560.0,9.84,0.747,0,24.0,1.0,963.3333333333334,67110.63829787234,1.559822522632486e-05,1.2,0,1,0,0,0,0,0,0
54.0,1638224.0,32.2,5,12658.0,20.05,0.323,1,30.0,1.0,1054.8333333333333,49344.096385542165,1.223885607898793e-05,0.5555555555555556,0,0,1,0,1,0,0,0
89.0,1450395.0,84.7,5,18576.0,22.99,0.593,0,30.0,1.0,1548.0,16924.09568261377,1.5850843493776872e-05,0.33707865168539325,0,1,0,0,0,0,1,0
78.0,875905.0,61.9,6,24448.0,22.0,0.705,0,25.0,1.0,2037.3333333333333,13925.357710651828,2.511685043828904e-05,0.32051282051282054,0,0,0,0,0,1,0,0
88.0,147704.0,57.0,2,18579.0,14.33,0.756,1,6.0,1.0,1548.25,2546.6206896551726,9.701770420771132e-05,0.06818181818181818,0,0,1,0,1,0,0,0
69.0,437797.0,22.8,4,19633.0,9.44,0.02,1,24.0,0.0,1636.0833333333333,18394.831932773108,2.1562455744430077e-05,0.34782608695652173,0,0,0,1,0,0,0,0
76.0,4172773.0,49.7,6,23859.0,11.27,0.178,1,24.0,1.0,1988.25,82303.21499013806,2.7008412149807297e-06,0.3157894736842105,0,0,1,0,0,0,0,1
75.0,5100457.0,15.7,1,11679.0,18.83,0.29,1,4.0,1.0,973.25,305416.58682634734,3.691825322353404e-06,0.05333333333333334,1,0,0,0,0,0,1,0
69.0,4745875.0,39.4,1,26939.0,23.08,0.417,0,19.0,1.0,2244.9166666666665,117472.15346534654,4.863169623479416e-06,0.2753623188405797,1,0,0,0,1,0,0,0
42.0,3666097.0,4.6,3,27429.0,7.26,0.694,1,11.0,1.0,2285.75,654660.1785714286,1.9803071276327036e-06,0.2619047619047619,0,0,1,1,0,0,0,0
63.0,353115.0,44.4,3,6791.0,12.82,0.109,0,23.0,1.0,565.9166666666666,7777.863436123348,3.630535008325876e-05,0.36507936507936506,0,1,0,1,0,0,0,0
57.0,4028919.0,2.1,7,27972.0,9.67,0.19,0,3.0,0.0,2331.0,1299651.2903225806,2.4001469376408567e-06,0.05263157894736842,0,0,0,0,0,0,1,0
71.0,821166.0,10.8,3,6316.0,23.17,0.245,0,26.0,1.0,526.3333333333334,69590.33898305084,2.8215941458923705e-05,0.36619718309859156,0,1,0,0,1,0,0,0
99.0,3150243.0,68.6,6,18100.0,16.32,0.751,1,8.0,1.0,1508.3333333333333,45262.11206896552,5.180551093820034e-06,0.08080808080808081,0,0,1,1,0,0,0,0
69.0,4046942.0,31.2,7,33116.0,16.92,0.417,1,20.0,1.0,2759.6666666666665,125681.42857142857,4.18093360840516e-06,0.2898550724637681,0,0,1,1,0,0,0,0
27.0,2435129.0,8.0,4,8188.0,22.51,0.273,1,14.0,1.0,682.3333333333334,270569.8888888889,9.243859670736266e-06,0.5185185185185185,1,0,0,0,0,0,0,0
53.0,5876387.0,43.0,7,12239.0,12.97,0.039,1,16.0,1.0,1019.9166666666666,133554.25,2.2071381263456395e-06,0.3018867924528302,0,0,1,0,0,0,1,0
